title,summary,url,publisher,image,category,full_story
Elon Musk teases AI anime boyfriend based on Edward Cullen,"Days after introducing an AI ‘waifu’ companion for Grok, Elon Musk is now officially teasing a male version for the ladies. So far we can tell it is broody and dark-haired, and according to Musk, “his personality is inspired by Edward Cullen from Twilight and Christian Grey from 50 Shades.” This is ",https://www.theverge.com/ai-artificial-intelligence/708536/elon-musk-grok-xai-ai-boyfriend,The Verge,,Technology,"is a senior reporter focusing on wearables, health tech, and more with 13 years of experience. Before coming to The Verge, she worked for Gizmodo and PC Magazine.

Days after introducing an AI ‘waifu’ companion for Grok, Elon Musk is now officially teasing a male version for the ladies. So far we can tell it is broody and dark-haired, and according to Musk, “his personality is inspired by Edward Cullen from Twilight and Christian Grey from 50 Shades.”

This is a decidedly different tack than the cutesy “girlfriend who is obsessed with you” aura baked into Ani, the female counterpart that Grok rolled out just a few days ago. While Cullen and Grey have titillated readers of romance and “spicy” books for years, both have been criticized for problematic behaviors such as stalking, obsessively monitoring their love interests, and emotional manipulation. Given that Grok only included the illusion of guardrails with Ani, what could possibly go wrong?

In my testing, Ani initially claimed that explicit sexual queries wasn’t part of its programming. In practice, it egged me on to “increase the heat” and engage in what ended up being a modern take on a phone sex line. Never mind that Ani purportedly has a NSFW version that dances around in lingerie.

It remains unknown if Musk is aware that Christian Grey is based on Edward Cullen, given that 50 Shades of Grey was originally a Twilight fanfiction. That said, this AI boyfriend is still a work in progress. Perhaps Musk and xAI will imbue it with more husbando-like qualities by the time it rolls out."
Google is raising the price of Nest Aware subscriptions again,"Google is raising the price of its Nest Aware and Nest Aware Plus subscriptions starting in August 2025. According to emails sent out to subscribers today, the cost of the entry-level Nest Aware service is increasing from $8 per month or $80 per year to $10 per month or $100 when paying for a full [",https://www.theverge.com/news/708538/google-nest-aware-plus-price-increase-subscription,The Verge,,Technology,"is a senior reporter who’s been covering and reviewing the latest gadgets and tech since 2006, but has loved all things electronic since he was a kid.

Google is raising the price of its Nest Aware and Nest Aware Plus subscriptions starting in August 2025.

According to emails sent out to subscribers today, the cost of the entry-level Nest Aware service is increasing from $8 per month or $80 per year to $10 per month or $100 when paying for a full year up front. Nest Aware Plus is going from $15 per month or $150 per year to $20 per month or $200 annually. Google says the new pricing will go into effect “on your first bill that occurs on or after August 15, 2025, or at the end of your promotional period (whichever is later).” The company last increased its Nest subscription prices in September 2023.

Google’s Nest devices can be used without a subscription, but you’ll only have access to a few hours of saved footage without either Nest Aware or Nest Aware Plus. Nest Aware includes 30 days of event-based video history. Nest Aware Plus expands that to 60 days, plus the last 10 days of 24/7 footage from supported devices.

Both subscription tiers include features like Familiar Faces that can recognize friends and family, sound detection that alerts you when glass breaks or smoke alarms are triggered, and the option to call the 911 emergency call center nearest your home through the Google Home app while you’re away.

Price increases are never welcome, but the new Nest Aware subscription fees are comparable to what Google’s competitors charge for advanced AI-powered features that can recognize faces and accurately describe the content of videos. Ring Home’s Premium plan is currently $19.99 per month or $199.99 per year. Arlo Plus is cheaper at $7.99 per month if you have just one camera, but for multiple cameras it’s $17.99 per month. Both Nest Aware and Nest Aware Plus support an unlimited number of devices in the same home."
Jack Dorsey pumps $10 million into a nonprofit focused on open-source social media,Jack Dorsey backs nonprofit 'and Other Stuff' with $10M to build open social technology.,https://techcrunch.com/2025/07/16/jack-dorsey-backs-nonprofit-and-other-stuff-experimenting-with-open-social-tools-like-nostr/,TechCrunch,,Technology,"Twitter co-founder and Block CEO Jack Dorsey isn’t just vibe-coding new social apps, like Bitchat and Sun Day, he has invested $10 million in an effort to fund experimental open source projects and other tools that could ultimately transform the social media landscape.

These efforts are funneled through an online collective called “and Other Stuff,” formed in May, whose team includes Dorsey; Twitter’s first employee, Evan Henshaw-Plath; “Calle,” creator of the e-cash platform Cashu; Alex Gleason, former engineering head at Truth Social; and Jeff Gardner, the fourth employee at Intercom.

Image Credits:and Other Stuff

The group originally met through collaborating on Nostr, an open, “apolitical” social networking protocol that has been receiving the bulk of Dorsey’s attention since Twitter’s sale to Elon Musk and his stepping down from social network Bluesky’s board. However, the team will experiment with other tools, too, like ActivityPub, the protocol that powers the decentralized app Mastodon and others, as well as Cashu.

Image Credits:Cashu

In recent years, Dorsey has been more critical of how social media platforms have evolved, saying that Twitter should have never been a company and that Bluesky seemed to be repeating the mistakes he and others made at Twitter.

As a result, the team at “and Other Stuff” is determined not to build a company but is instead operating like a “community of hackers,” explains Henshaw-Plath. Together, they’re working to create technologies that could include new consumer social apps as well as various experiments, like developer tools or libraries, that would allow others to build apps for themselves.

For instance, the team is behind an app called Shakespeare, which is like the app-building platform Lovable, but specifically for building Nostr-based social apps with AI assistance.

Image Credits:shakespeare

The group is also behind heynow, a voice note app built on Nostr; Cashu wallet; private messenger White Noise; and the No"
TikTok is adding features for songwriters to its app,"TikTok is adding a new label to its app, allowing songwriters to highlight their profiles",https://techcrunch.com/2025/07/17/tiktok-is-adding-features-for-songwriters-to-its-app/,TechCrunch,,Technology,"TikTok is adding new features to its app to let songwriters highlight their works. These features, rolling out in beta, include a “Songwriter” label and a new tab on their profile to show off their musical works. This can help songwriters market themselves better to potential clients.

The company said a limited number of publishing partners and songwriters have access to the new label and the music highlight section. Songwriters and publishers who want to be part of the program will have to join a waitlist for now.

TikTok said that it surveyed over 870 songwriters and interviewed a bunch of them to understand their needs on social media in relation to profile building and the creation of monetization opportunities. The company also pointed to an independent survey, which indicated that more than half of songwriters use social media to raise their profile use TikTok to do it. The Bytedance-owned apps said that outcome of these surveys drove the decision to build these features.

Image Credits: TikTok

“We are passionately committed to supporting songwriters at TikTok, which is why we built these tools to celebrate and elevate songwriters and their work on our platform,” TikTok’s Global Head of Music Publishing Licensing and Partnership said in a sentence.

“TikTok is unique in its ability to offer songwriters a way to highlight their musical works alongside their own content, helping them to tell stories about their music, their craft, and their lives, and to raise their profile and build their audience on TikTok, as hundreds of thousands of artist creators already do.”

Notably, Spotify has been releasing features to let songwriters highlight their work for years now. Last year, Tidal went beyond just highlighting songwriter works and launched a tool to track their royalties and manage their work for which they have songwriting credits.

While TikTok decided to shut down its music streaming service TikTok Music last year, the platform still remains important for u"
"Winner, biggest shock, one to watch? World Matchplay Darts predictions",Love The Darts podcast cast their predictions for the World Matchplay Darts at the Winter Gardens.,https://www.skysports.com/watch/video/13397470/world-matchplay-love-the-darts-make-their-predictions,Sky Sports,,Sports,"Please use Chrome browser for a more accessible video player

Love The Darts podcast cast their predictions for the World Matchplay Darts at the Winter Gardens."
This 9-inch tablet singlehandedly changed my mind about gaming on Android,"I was a skeptic, but RedMagic's Astra gaming tablet simply provides a stunning gaming experience.",https://www.zdnet.com/article/this-9-inch-tablet-singlehandedly-changed-my-mind-about-gaming-on-android/,ZDNet,,Technology,"ZDNET's key takeaways The RedMagic Astra gaming tablet is available on Amazon starting at $700.

The tablet offers unmatched performance for an Android tablet.

When the fan is in use on the Astra, the battery does drain a bit faster, and the price is up there for a tablet. $699 at Amazon

As far as gaming is concerned, I'm not ashamed to say that I've done it all: consoles, PCs, handhelds, phones, and now, tablets. For the most part, I've found Android devices to offer less than stellar results. Tablets are often too slow or their displays aren't up to the task, and phones are simply too small. That's a shame, because tablets and phones are the most portable.

Also: Why I recommend this Lenovo tablet over competing models that cost twice the price

Recently, however, I was sent the RedMagic Astra Gaming Tablet, and I do believe it's changed my opinion on gaming with Android. What about this tablet has flipped the switch?

My experience

With every Android device, the onboarding is fairly simple, so I was able to get to the gaming fairly quickly. Even before that, my first impression was that this tablet seemed faster than any Android tablet I've ever used. On top of that, the display was gorgeous. The animations are as buttery smooth as I've ever seen on an Android tablet. By a long shot.

Also: I use this budget Android tablet more than my iPad Pro - and why you probably would, too

After I played around with various actions to keep testing the animations and app opening speeds (which were blazing fast), I decided to dive into what this tablet was built for: gaming. I downloaded ""Diablo: Immortal"" because I've experienced that on lesser tablets and witnessed, first hand, what underpowered hardware can do to the game.

The first thing that struck me was how fast the game installed, and then how fast the data download was. I've installed this game on several Android devices, and the data download was always slow.

Within two minutes, I was playing the game and, it w"
"Google study shows LLMs abandon correct answers under pressure, threatening multi-turn AI systems",A DeepMind study finds LLMs are both stubborn and easily swayed. This confidence paradox has key implications for building AI applications.,https://venturebeat.com/ai/google-study-shows-llms-abandon-correct-answers-under-pressure-threatening-multi-turn-ai-systems/,VentureBeat,,Technology,"Want smarter insights in your inbox? Sign up for our weekly newsletters to get only what matters to enterprise AI, data, and security leaders. Subscribe Now

A new study by researchers at Google DeepMind and University College London reveals how large language models (LLMs) form, maintain and lose confidence in their answers. The findings reveal striking similarities between the cognitive biases of LLMs and humans, while also highlighting stark differences.

The research reveals that LLMs can be overconfident in their own answers yet quickly lose that confidence and change their minds when presented with a counterargument, even if the counterargument is incorrect. Understanding the nuances of this behavior can have direct consequences on how you build LLM applications, especially conversational interfaces that span several turns.

Testing confidence in LLMs

A critical factor in the safe deployment of LLMs is that their answers are accompanied by a reliable sense of confidence (the probability that the model assigns to the answer token). While we know LLMs can produce these confidence scores, the extent to which they can use them to guide adaptive behavior is poorly characterized. There is also empirical evidence that LLMs can be overconfident in their initial answer but also be highly sensitive to criticism and quickly become underconfident in that same choice.

To investigate this, the researchers developed a controlled experiment to test how LLMs update their confidence and decide whether to change their answers when presented with external advice. In the experiment, an “answering LLM” was first given a binary-choice question, such as identifying the correct latitude for a city from two options. After making its initial choice, the LLM was given advice from a fictitious “advice LLM.” This advice came with an explicit accuracy rating (e.g., “This advice LLM is 70% accurate”) and would either agree with, oppose, or stay neutral on the answering LLM’s initial choice"
"AWS unveils Bedrock AgentCore, a new platform for building enterprise AI agents with open source frameworks and tools","AWS beleives AI agents will change how enterprises work and with its new Amazon Bedrock AgentCore, it hopes to make it easier to build and deploy agents in one go.",https://venturebeat.com/ai/aws-unveils-bedrock-agentcore-a-new-platform-for-building-enterprise-ai-agents-with-open-source-frameworks-and-tools/,VentureBeat,,Technology,
Subnautica 2&#8217;s creators sue their publisher for ‘severely’ damaging the game’s release,"The battle between Subnautica 2 publisher Krafton and the three former executives at its developer Unknown Worlds continues. Ted Gill, Charlie Cleveland, and Max McGuire — the three executives who Krafton terminated earlier this year — have filed a lawsuit detailing the alleged attempts by Krafton t",https://www.theverge.com/entertainment/708676/subnautica-2-former-ceo-lawsuit-krafton-sabotage,The Verge,,Technology,"is a reporter who covers the business, culture, and communities of video games, with a focus on marginalized gamers and the quirky, horny culture of video game communities.

The battle between Subnautica 2 publisher Krafton and the three former executives at its developer Unknown Worlds continues. Ted Gill, Charlie Cleveland, and Max McGuire — the three executives who Krafton terminated earlier this year — have filed a lawsuit detailing the alleged attempts by Krafton to torpedo the early access release of Subnautica 2 with the express purpose of avoiding paying a promised earnout bonus of $250 million.

“Krafton’s actions have already severely damaged fan anticipation and undermined the potential release of Subnautica 2,” the lawsuit says.

That earnout was promised by Krafton to the former executives and roughly 100 developers and was to be paid should Unknown Worlds hit revenue goals by the end of 2025. Subnautica 2, slated for early access release sometime in late 2025, would have all but assured those goals were met.

According to the lawsuit filed today in a Delaware chancery court, Krafton also knew Subnautica 2 was on track to meet if not exceed the revenue target to trigger the payout and began to take steps to essentially prevent that. The original Subnautica, an underwater survival adventure game, was a critical and commercial success, and its sequel has become the second most wishlisted game ever on Steam.

The lawsuit details a meeting between Krafton’s US and Korean employees concerning the marketing strategy for Subnautica 2. After that meeting, Krafton’s US employees, who worked closely with the Subnautica 2 team, reported that Kafton’s attitude about the game had changed.

“Upon their return, the El Segundo team—Krafton employees—reported to Gill that Krafton’s leadership was not focused on a successful launch, but instead on how it could convince Unknown Worlds to delay the game.”

The lawsuit additionally states that Krafton’s US employees explici"
Full list of every ESPYS 2025 Award winner,"The 2025 ESPYS are underway. From Saquon Barkley to Caitlin Clark, find out which athletes won.",https://www.espn.com/espys/story/_/page/voting202507/espys-2025-award-winners-saquon-barkley-caitlin-clark,ESPN,,Sports,"Open Extended Reactions

The 2025 ESPYS presented by Capital One celebrates the greatest athletes and moments in sports. The show is underway on ABC and ESPN+. Find out who won here.

Best Championship Performance: Simone Biles, Olympic gymnastics all-around

Best Play: Saquon Barkley's backwards hurdle

Muhammad Ali Sports Humanitarian Award: Sloane Stephens

play 3:05 Beyond the court: Sloane Stephens' humanitarian impact Take a look at how Grand Slam winner Sloane Stephens' off-the-court achievements led her to the Muhammad Ali Sports Humanitarian Award.

Best Breakthrough Athlete: Ilona Maher, USA Rugby

Capital One Cup Winners: UNC women and Ohio State men

Jimmy V Award for Perseverance: Katie Schumacher-Cawley

Icon Award: Alex Morgan and Diana Taurasi

play 2:53 Alex Morgan and Diana Taurasi honor trailblazers in ESPY Icon Award speech Alex Morgan and Diana Taurasi praise the women who came before them as they accept the ESPY Icon Award.

Best Athlete - Women's Sports: Simone Biles, USA Gymnastics

Pat Tillman Award for Service: Los Angeles County firefighters David Walters and Erin Regan

Gatorade Players of the Year: Jane Hedengren and Cameron Boozer

Best Comeback Athlete: Suni Lee, USA Gymnastics

Billie Jean King Youth Leadership Award: Rishin Tandon, Maegha Ramanathan and Ian Waite

Arthur Ashe Award for Courage: Oscar Robertson

play 3:29 Oscar Robertson honored with Arthur Ashe Award, speaks on fight for economic rights NBA legend Oscar Robertson accepts the Arthur Ashe Award for Courage, reflecting on his lifelong push for economic justice.

Best Athlete - Men's Sports: Shai Gilgeous-Alexander, Oklahoma City Thunder

Best Record-Breaking Performance: Alexander Ovechkin, NHL all-time goals leader

Best Team: Philadelphia Eagles, NFL

Best NBA Player: Shai Gilgeous-Alexander, Oklahoma City Thunder

Best WNBA Player: Caitlin Clark, Indiana Fever

Best College Athlete - Men's Sports: Cooper Flagg, Duke men's basketball

Best College Athlete - Women's Sp"
5 Kindle accessories every reader should have (and why they make such a big difference),The right accessories level up your Kindle e-reader and get you crossing more books off your to-read list.,https://www.zdnet.com/article/5-kindle-accessories-every-reader-should-have-and-why-they-make-such-a-big-difference/,ZDNet,,Technology,"'ZDNET Recommends': What exactly does it mean?

ZDNET's recommendations are based on many hours of testing, research, and comparison shopping. We gather data from the best available sources, including vendor and retailer listings as well as other relevant and independent reviews sites. And we pore over customer reviews to find out what matters to real people who already own and use the products and services we’re assessing.

When you click through from our site to a retailer and buy a product or service, we may earn affiliate commissions. This helps support our work, but does not affect what we cover or how, and it does not affect the price you pay. Neither ZDNET nor the author are compensated for these independent reviews. Indeed, we follow strict guidelines that ensure our editorial content is never influenced by advertisers.

ZDNET's editorial team writes on behalf of you, our reader. Our goal is to deliver the most accurate information and the most knowledgeable advice possible in order to help you make smarter buying decisions on tech gear and a wide array of products and services. Our editors thoroughly review and fact-check every article to ensure that our content meets the highest standards. If we have made an error or published misleading information, we will correct or clarify the article. If you see inaccuracies in our content, please report the mistake via this form."
I swapped my Shokz with these bass-heavy bone conduction headphones,The H20 Tri headphones are perfect for outdoor activities - and they deliver actual bass! You can also leave your phone at home and still listen to your music on the go.,https://www.zdnet.com/article/i-swapped-my-shokz-with-these-bass-heavy-bone-conduction-headphones/,ZDNet,,Technology,"ZDNET's key takeaways The H20 Tri 2 headphones are available now on Amazon for $149

With sound superior to other bone-conducting headphones, the Tri 2 makes exercising a treat

However, the controls of these headphones can be a bit awkward, and the Memory mode does have a bit of a learning curve. View now at Amazon View now at H20 Audio more buying choices

If you're looking for one of the best-sounding bone-conducting headphones available, look no further than the H20 Audio Tri 2.

I've used bone-conducting headphones for exercising -- running, rowing, and cycling -- for years. I made the switch primarily because this type of headphone isn't nearly as prone to sweat damage as in-ear types. In fact, in nearly a decade, I've never had a single pair fail because of sweat.

The one caveat: Bone-conducting headphones simply don't sound as good as their in-ear counterparts. Most bone-conducting headphones -- by design -- sound tinny and lack any sort of bass. The best way to improve the sound of most bone-conducting headphones is to use earplugs at the same time. This makes whatever you're listening to easier to hear and even emphasizes a bit of bass.

Also: The best bone conduction headphones you can buy: Expert tested

Or, you could go with the H20 Audio Tri 2 multi-sport series headphones, which produce a much richer sound than any bone-conducting headphones I've ever used.

But that's not all. These headphones have a trick up their sleeve that will be of special interest to those who participate in activities where it's not possible to use a phone -- such as swimming. I'll explain this feature in a bit. But first…

The specs

Waterproof up to 12 ft for an unlimited time

Bluetooth 5.3



Up to 9 hours of Bluetooth playtime and 6 hours in memory mode (more on this in a bit)



Open ear design



Silicon finish for comfort and to prevent slippage



8GB of local memory with support for M4A, MP3, WMA, FLAC, and APE formats



Price - $149 on Amazon



The only key spec"
I recommend this OnePlus phone over other budget Androids - and it's $100 off,"The OnePlus Nord N30 is a solid smartphone for bargain hunters. Right now, it's on sale at Amazon.",https://www.zdnet.com/article/i-recommend-this-oneplus-phone-over-other-budget-androids-and-its-100-off/,ZDNet,,Technology,"'ZDNET Recommends': What exactly does it mean?

ZDNET's recommendations are based on many hours of testing, research, and comparison shopping. We gather data from the best available sources, including vendor and retailer listings as well as other relevant and independent reviews sites. And we pore over customer reviews to find out what matters to real people who already own and use the products and services we’re assessing.

When you click through from our site to a retailer and buy a product or service, we may earn affiliate commissions. This helps support our work, but does not affect what we cover or how, and it does not affect the price you pay. Neither ZDNET nor the author are compensated for these independent reviews. Indeed, we follow strict guidelines that ensure our editorial content is never influenced by advertisers.

ZDNET's editorial team writes on behalf of you, our reader. Our goal is to deliver the most accurate information and the most knowledgeable advice possible in order to help you make smarter buying decisions on tech gear and a wide array of products and services. Our editors thoroughly review and fact-check every article to ensure that our content meets the highest standards. If we have made an error or published misleading information, we will correct or clarify the article. If you see inaccuracies in our content, please report the mistake via this form."
I've been reviewing TVs for 10 years and these are the best of 2025,"I have been writing about TVs and home theater tech for the better part of a decade, so I put together a list of the best TVs ZDNET has tested from brands like LG, Samsung, and TCL.",https://www.zdnet.com/article/best-tv/,ZDNet,,Technology,"'ZDNET Recommends': What exactly does it mean?

ZDNET's recommendations are based on many hours of testing, research, and comparison shopping. We gather data from the best available sources, including vendor and retailer listings as well as other relevant and independent reviews sites. And we pore over customer reviews to find out what matters to real people who already own and use the products and services we’re assessing.

When you click through from our site to a retailer and buy a product or service, we may earn affiliate commissions. This helps support our work, but does not affect what we cover or how, and it does not affect the price you pay. Neither ZDNET nor the author are compensated for these independent reviews. Indeed, we follow strict guidelines that ensure our editorial content is never influenced by advertisers.

ZDNET's editorial team writes on behalf of you, our reader. Our goal is to deliver the most accurate information and the most knowledgeable advice possible in order to help you make smarter buying decisions on tech gear and a wide array of products and services. Our editors thoroughly review and fact-check every article to ensure that our content meets the highest standards. If we have made an error or published misleading information, we will correct or clarify the article. If you see inaccuracies in our content, please report the mistake via this form."
Benn: Eubank Jr rematch 'falling apart',"Conor Benn's rematch against Chris Eubank Jr on September 20 is ""falling apart"".",https://www.skysports.com/boxing/news/12040/13397801/conor-benns-rematch-against-chris-eubank-jr-on-september-20-falling-apart,Sky Sports,,Sports,"Conor Benn's rematch against Chris Eubank Jr on September 20 is ""falling apart"".

Eubank won the first fight by unanimous decision at the Tottenham Hotspur Stadium in April.

The rematch was expected to take place at the middleweight limit of 160 pounds, with a 10-pound rehydration clause.

Please use Chrome browser for a more accessible video player Boxing faces such as Kell Brook, Ben Whittaker and George Groves react to Eubank Jr's epic battle with Benn

""This rematch falling apart had nothing to do with me,"" Benn told Ring Magazine. ""I was ready to go on the scheduled September 20 date. I'm not sure what happened to Chris Eubank.""

Speaking earlier this week, Benn and promoter Eddie Hearn said they are ready to negotiate alternative fights if a rematch with Eubank Jr is not fully signed this week.

Both camps ideally need eight weeks' preparation. Benn's preference is the Eubank rematch but he has several other intriguing options at 147lbs - including a handshake with Shakur Stevenson from being on a chat show in New York.

The thrilling first fight between Benn and Eubank Jr was scored 116-112 in favour of Eubank and rekindled memories of their fathers' fierce rivalry, taking place 35 years after Chris Eubank and Nigel Benn had first fought.

However, the build-up was controversial.

Please use Chrome browser for a more accessible video player Benn has his say on the fight against Eubank Jr and whether he would be up for a rematch

Eubank was fined £375,000 after missing the 160lb limit at the official weigh-in but was successfully inside the 170lbs rehydration limit on the morning of the fight.

After the fight, he revelaed he was hospitalised due to dehydration.

The 35-year-old also appeared in front of the British Boxing Board of Control earlier this month and was fined £10,000 for his misuse of social media.

It related to footage posted in the build-up to April's fight that suggested Eubank Jr was using a sauna to make weight, which is against the Board's"
"Biles, SGA, Eagles capture top honors at ESPYS","Olympic champion gymnast Simone Biles and NBA Finals MVP Shai Gilgeous-Alexander took home top athlete honors, while the Super Bowl champ Eagles won best team at Wednesday night's ESPYS.",https://www.espn.com/espn/story/_/id/45759152/biles-gilgeous-alexander-eagles-win-top-honors-2025-espys,ESPN,,Sports,"NBA legend Oscar Robertson accepts the Arthur Ashe Award for Courage, reflecting on his lifelong push for economic justice. (3:29)

Open Extended Reactions

LOS ANGELES -- NBA Finals MVP Shai Gilgeous-Alexander and Olympic champion gymnast Simone Biles won as best male and female athletes at The ESPYS on Wednesday night.

Gilgeous-Alexander led the Oklahoma City Thunder to the NBA championship last month while piling up hardware as league MVP and scoring champion.

""It's a dream come true and for dreams to come true it takes a village,"" he said, thanking his wife, parents, brother and others. ""Those names probably don't mean much but to me they mean everything.""

Biles, an 11-time Olympic medalist, also claimed the night's first award, Best Championship Performance, for her efforts at the Paris Games. She won three golds and a silver while helping the U.S. win its first team title since 2016.

""That was very unexpected, especially in a category of all men,"" Biles said after kissing her husband, Chicago Bears safety Jonathan Owens.

Olympic champion Simone Biles' big night at The ESPYS included wins for best female athlete and best championship performance. AP Photo/Mark J. Terrill

She beat out Stephen Curry, Freddie Freeman and Rory McIlroy for the award.

The Philadelphia Eagles, who won the franchise's second Super Bowl in February, claimed best team honors, beating out nine other nominees, including the Thunder, the Los Angeles Dodgers, the Florida Panthers, the Ohio State football team and the U.S. national women's soccer team.

Biles' Olympic teammate, Suni Lee, won the best comeback award for overcoming two rare kidney diseases. She brought one of her doctors to the show.

Arthur Ashe Award for Courage

Basketball Hall of Famer Oscar Robertson accepted the Arthur Ashe Award for Courage from point guard Russell Westbrook.

Robertson was president of the NBA Players Association at the time of a landmark antitrust lawsuit against the NBA in 1970. It led to an ex"
Source: Vet Miller to Commanders on 1-year deal,"The Commanders are signing veteran defensive end Von Miller, a move designed to bolster their pass rush and increase their ability to close out games on defense.",https://www.espn.com/nfl/story/_/id/45758874/von-miller-join-commanders-one-year-deal-source-says,ESPN,,Sports,"Open Extended Reactions

The Washington Commanders are signing veteran defensive end Von Miller, a move designed to bolster their pass rush and increase their ability to close out games on defense.

Miller, who posted two pictures of himself in a Washington jersey on his Instagram account Wednesday night, has recorded 129.5 career sacks to rank 16th on the all-time list. Miller, who still must pass his physical, will sign a one-year deal, a source told ESPN's Adam Schefter.

Miller, 36, played the past three seasons with the Buffalo Bills, recording 14 sacks -- eight in his first season and six last year. Washington hopes he can do what he did for the Los Angeles Rams in the 2021 season: serve as a final piece in a Super Bowl title run. The Rams acquired him in a midseason trade, and he then posted five sacks in eight regular-season games and four more in the playoffs en route to a Super Bowl win.

In his first 10 years, with the Denver Broncos, Miller had 110.5 sacks and made seven All-Pro teams, including three first teams, and was named to the Pro Bowl eight times -- the last of which occurred after the 2019 season. He was the MVP of Super Bowl 50.

Washington general manager Adam Peters was with Denver when the Broncos selected Miller in the first round of the 2011 draft. Peters left after the 2016 season to join the San Francisco 49ers.

The Commanders' pass rush recorded 43 sacks, 11th best in the NFL last season. However, there were holes in their pass rush: In the four-man rush, Washington ranked 26th with 22 sacks; and in the fourth quarter, the Commanders were 30th with five sacks.

That's partly why quarterbacks posted a fourth-quarter QBR of 74.8 against Washington, fourth highest in the league.

The Commanders had looked at multiple ends in free agency, including DeMarcus Lawrence and Joey Bosa. They had looked at pass rushers in the early rounds of the draft but opted to take offensive tackle Josh Conerly Jr. in the first round and corner Trey Amos in "
Miami 'outclassed' as historic Messi streak ends,Lionel Messi's MLS record streak of scoring two goals in a game ended at five as Inter Miami CF lost 3-0 to FC Cincinnati on Wednesday night.,https://www.espn.com/soccer/story/_/id/45758849/lionel-messi-scoring-streak-ends-miami-loss-cincinnati,ESPN,,Sports,"Open Extended Reactions

Lionel Messi's MLS record streak of scoring two goals in a game ended at five as Inter Miami lost 3-0 to host FC Cincinnati on Wednesday night.

On the other side, the home team's All-Star midfielder Evander kept a streak of his own going and set a Cincinnati record by scoring in a fifth consecutive match.

As time ran down on the win for Cincinnati, chants of MVP could be heard coming from the stands at TQL Stadium in Ohio, but they were for the club's hometown hero Evander, not World Cup winner and Argentina legend Messi.

""Yes, I think we were clearly outclassed today,"" Miami coach Javier Mascherano said after the game. ""From the start of the match, we struggled a lot, especially in the individual encounters, to win. Perhaps one of the reasons is that we were physically very stressed, and in the long run, that ends up costing us.

""Unfortunately, we didn't play the game we wanted from the start. They put us under pressure all the time. We struggled, we weren't fresh, we couldn't be sharp, and well, the truth is, they beat us very well.""

Evander's left-footed shot from the center of the box found the bottom right corner of the net to double Cincinnati's lead early in the second half after Gerardo Valenzuela had put the hosts up in the first half.

It was the first of two goals Evander scored in the second half, after coming up empty on multiple shots in the first. The two goals bring his goal total to 15 in MLS regular-season competition.

Miami's offensive struggles -- combined with Cincinnati's stellar back line -- also spelled the end of the Herons' five-match winning streak as last year's Supporters' Shield winners were handed their first regular-season loss since May 18.

""Obviously, I'm worried about losing,"" Mascherano said. ""I'm obviously worried when the opponent outclasses us, and today the opponent was outclassed from start to finish.""

Before Wednesday, Messi had scored two goals in each of his past five games for Miami, a rec"
Clark out vs. Liberty; All-Star status uncertain,"Fever star Caitlin Clark, who injured her right groin late in Tuesday's win over the Sun, was ruled out for Wednesday's game against the Liberty.",https://www.espn.com/wnba/story/_/id/45757091/fever-caitlin-clark-groin-downgraded-liberty,ESPN,,Sports,"NEW YORK -- Indiana Fever star Caitlin Clark was ruled out for Wednesday night's game against the New York Liberty in Brooklyn after suffering a right groin injury in the final minute of Tuesday's 85-77 win over the Connecticut Sun.

The status of Clark, who has dealt with injury issues for much of the season, for All-Star festivities this weekend in Indianapolis remains uncertain. She was named a participant in Friday's 3-point contest earlier Tuesday and was previously announced as a starter and captain for Saturday's All-Star Game.

Fever coach Stephanie White told reporters after Tuesday's game that Clark ""felt a little something in her groin."" She underwent imaging Wednesday to determine the extent of the injury.

White did not comment specifically on the results, deferring to the expertise of the athletic training staff, but said, ""I consider it good news, just because for me, it's anything that we're talking about still day-to-day is always good news for me, but that's a layman's viewpoint.""

White said she has not been involved in discussions around Clark's status for All-Star weekend. Indianapolis is hosting the event for the first time in franchise history.

""Caitlin and her team will make decisions when it comes to All-Star,"" White said. ""For me, it's a big deal for us to have All-Star in Indianapolis, and of course, with Caitlin being a focal point of all of that. As the coach of the Indiana Fever, it's not a bigger deal than our long-term season, but it's also part of the fun. Those are conversations that Caitlin will have with her group. I probably won't be a part of those, but we're going to support her no matter what.""

Clark was in just her fourth game back from a left groin injury when, with about 40 seconds left in Tuesday's game, she clutched the inside of her right thigh after completing a bounce pass to Kelsey Mitchell for the score.

Clark walked over and banged her head against a stanchion in apparent frustration. She was visibly emotional as"
